title,company,location,contract_type,posted_date,education_level,skills,languages,salary_range,description,url
Management Control Intern (M/F),Péters Surgical,Boulogne-Billancourt,Internship,2025-01-28,Bac+4/5,management control; sales reporting; budget control; variance analysis; cost price calculation; material consumption analysis; direct labor analysis,English,Not specified,"Peters Surgical, a leading French company in the medical device industry, is seeking a Management Control Intern to support the Management Control Manager at their Boulogne-Billancourt location. The intern's key responsibilities will include assisting in weekly and monthly sales reporting, managing budget controls by analyzing variances between budgeted and actual figures, and calculating standard cost prices while analyzing material consumption and direct labor costs.",https://www.glassdoor.fr/job-listing/j?jl=1009614801126
ALTERNANCE - Business Analyst des GPL (gaz de pétrole liquéfié) et bitumes sur l'Afrique H/F,TotalEnergies,"France, France",Not specified,2025-01-28,Master's,reporting; market studies; economic analysis; SWOT analysis; marketing tools design; competitive intelligence; KPI tracking; data management,English,Not specified,"TotalEnergies is seeking a Business Analyst intern for Liquefied Petroleum Gas (LPG) and bitumen sectors in Africa, reporting to the LPG and Bitumen Manager. The intern will collaborate closely with LPG and bitumen business lines, the management controller, and African subsidiaries engaged in LPG and bitumen activities.",https://www.glassdoor.fr/job-listing/j?jl=1009613984801
Stage - Chargé d'affaires junior Fusions - Acquisitions H/F,Colas,Paris,Internship,2025-01-28,Not specified,modélisation DCF; évaluation de business plans; veille du marché M&A; préparation de présentations; gestion de bases de données; Pack Office (Excel; Word; Power Point); Bloomberg; CapitalIQ,anglais,Not specified,"Colas, a subsidiary of the Bouygues group, is seeking an intern to support the M&A service within its Group Financial Directorate, particularly aiding the M&A Manager in daily operations. This internship offers a valuable opportunity to gain substantial knowledge in mergers and acquisitions within a large international organization.",https://www.glassdoor.fr/job-listing/j?jl=1009613867929
Chargé de mission qualité H/F,Ascencia Business School,"France, France",CDI,2025-01-28,Not specified,Maîtrise des méthodes et outils de la qualité; Connaissance du référentiel Qualiopi; Connaissance de la réglementation de la formation professionnelle et apprentissage; Connaissances générales en analyse et synthèse; Maitrise des aspects réglementaires en matière de handicap; Piloter un projet; Manager en transversal; Communiquer et faire preuve de pédagogie; Piloter les processus et les audits de contrôle; Assurer une veille réglementaire; législative; Concevoir et animer des cessions de formation,Anglais,30000.0 - 30000.0 EUR yearly,"Ascencia Business School is seeking a Quality Mission Manager to join their team as part of their development strategy. The role involves collaborating with senior management to develop quality policies, leading quality initiatives across various campuses in compliance with Qualiopi standards, and managing the central quality function.",https://www.glassdoor.fr/job-listing/j?jl=1009614821230
Business Developer,Artelia,Saint-Ouen,Not specified,2025-01-28,Not specified,management de projets de construction; expertise dans les activités OPC; procédures de la Commande Publique; appels d’offres; capacités de persuasion; négociation,Anglais,Not specified,"Artelia, un groupe d'ingénierie détenu à 100% par ses salariés et actif dans divers domaines tels que le bâtiment, l'eau, l'énergie et la mobilité, recherche un professionnel pour rejoindre sa Branche ""Organisation, Pilotage & Planification"". Ce poste implique principalement le montage d'offres commerciales, avec l'analyse des besoins clients, la rédaction de propositions techniques et financières, et la coordination des équipes internes.",https://www.glassdoor.fr/job-listing/j?jl=1009613737114
Assistant RH en alternance H/F,Ascencia Business School Saint Denis Aubervilliers,Aubervilliers,Not specified,2025-01-25,Bachelor,gestion administrative du personnel; suivi des recrutements; rédaction des annonces; tri des CV; prise de contact avec les candidats; organisation des formations internes; mise en place de la politique RH; amélioration des processus internes; gestion de la communication interne; suivi des indicateurs RH; préparation des bilans sociaux,Not specified,Not specified,"Cette offre d'emploi est destinée aux passionnés de ressources humaines souhaitant devenir Assistant RH H/F en alternance tout en poursuivant un Bachelor en Ressources Humaines. En intégrant une entreprise partenaire, le candidat aura pour principales responsabilités la gestion administrative du personnel, le suivi des recrutements, l'organisation de formations internes, ainsi que la mise en œuvre de la politique RH et l'amélioration des processus internes.",https://www.glassdoor.fr/job-listing/j?jl=1009611463441
Manager junior en alternance H/F,Ascencia Business School Saint Denis Aubervilliers,Aubervilliers,Not specified,2025-01-25,Bachelor's,management; project organization; strategic objectives definition; performance analysis; human resources management; training; report preparation; operational decision-making; process optimization,Not specified,Not specified,"Nous recherchons un Manager Junior passionné par le management pour intégrer notre Mastère Manager des Organisations en alternance, en collaboration avec une entreprise partenaire dans le secteur de la vente. Ce programme de formation, reconnu par l'État, offre des opportunités de carrière enrichissantes et un solide réseau de professionnels. Le contrat d'alternance, financé par l'OPCO, entraîne aucun frais pour le candidat.",https://www.glassdoor.fr/job-listing/j?jl=1009611479103
Customer Success Intern (min. 6 months),Bonsai,Paris,Internship,2025-01-24,Not specified,problem-solving; troubleshooting; customer support; written communication; verbal communication; familiarity with support tools (Intercom; Zendesk); Excel; Google Sheets,English,Not specified,"Bonsai, a rapidly growing and profitable platform designed to assist agencies and consultancies, is seeking a Customer Success Intern for a 6-month internship with potential for extension. The intern will serve as the primary contact for users, providing prompt and efficient support to help small businesses effectively navigate the Bonsai platform.",https://www.glassdoor.fr/job-listing/j?jl=1009609829022
Business Analyst EDI Parme (F/H),BPCE Payment Services,Charenton,Not specified,2025-01-23,Not specified,acquisitions paiements Sepa; acquisitions paiements Hors sepa; restitutions EDI; relevés de compte; relevés d'opérations; protocoles Ebics; Jira; confluence; octane; Logiciel de gestion de trésorerie TMS,English,Not specified,"Le groupe BPCE, à travers son pôle Digital & Payments, recherche un Business Analyst au sein de la direction IT flux de BPCE Payment Services. Ce poste est centré sur le service Acquisition Flux, qui gère les projets et la maintenance de la plateforme EDI ""PARME"", permettant aux clients des établissements du groupe de transférer des fichiers de paiement et de recevoir des relevés de comptes.",https://www.glassdoor.fr/job-listing/j?jl=1009609337349
Ingénieur SysOps - F/H,Dassault Systèmes,Vélizy,Not specified,2025-01-23,Master's,PeopleSoft; Peopletools; Oracle Database; Linux; Shell scripting (Bash); Powershell (notions); SaltStack; Grafana,English,Not specified,"The IT SysOps team within Dassault Systèmes is seeking an engineer to join its ""IT/IS Business Apps & Databases"" section, responsible for managing, deploying, and maintaining operational infrastructures for business applications supporting thousands of internal users and global client access. The role combines technical operations with project management, primarily focusing on the administration of PeopleSoft systems and Oracle databases.",https://www.glassdoor.fr/job-listing/j?jl=1009609004882
Analyste FP&A Hotel (F/H/X),ADAGIO,Paris,Not specified,2025-01-22,Bac+5 ou équivalent,Gestion; Finance; analyse des résultats; suivi des budgets; reporting; identification des écarts; mesure corrective; analyse des contrats de Management,Not specified,Not specified,"Adagio is seeking a Financial Analyst to join its global Financial Planning & Analysis (FP&A) department, focusing on hotel operations primarily within Europe. The role involves establishing and monitoring hotel budgets, participating in account closures to ensure data accuracy, and analyzing monthly financial results while identifying discrepancies and suggesting corrective actions.",https://www.glassdoor.fr/job-listing/j?jl=1009608246507
