title,company,location,contract_type,posted_date,education_level,skills,languages,salary_range,description,url
Customer Success Manager,Mantu Group,Portalia,Full-time,2023-10-01,Bachelor's degree,Customer relationship management; Project management; Communication skills,English; Spanish,Competitive,"As a Customer Success Manager at Mantu Group, you will be responsible for ensuring customer satisfaction and driving product adoption. You will work closely with clients to understand their needs and provide tailored solutions.",https://skema.jobteaser.com/en/job-offers/6c0e0c7e-505d-403b-be83-b034b649d00e-mantu-group-customer-success-manager-portalia
Intern Chief Operating Officer and Strategy,Generali Italia,Italy,Internship,2023-10-01,Bachelor's degree or higher,Analytical skills; Project management; Communication skills,English; Italian,Not specified,"As an intern in the Chief Operating Officer and Strategy department, you will assist in various strategic projects and operational tasks. You will work closely with senior management to analyze business processes and contribute to the development of strategic initiatives.",https://skema.jobteaser.com/en/job-offers/42981925-647a-46f4-9499-9458bf664ab4-generali-italia-intern-chief-operating-officer-and-strategy
Intern Client Risk Germany - Sales Support & Project Management Support (f/m/d),HypoVereinsbank - UniCredit Deutschland,Germany,Internship,Not specified,"Bachelor's degree or higher in Finance, Economics, or a related field",Analytical skills; Project management; Communication skills,English; German,Not specified,"As an intern in the Client Risk team, you will support the sales and project management activities. Your tasks will include analyzing client risk profiles, assisting in the preparation of reports, and collaborating with various departments to ensure compliance with regulations.",https://skema.jobteaser.com/en/job-offers/ea9c543a-f6b5-44a0-9792-c2338052c31d-hypovereinsbank-unicredit-deutschland-intern-client-risk-germany-sales-support-project-management-support-f-m-d
On-Site Services Specialist,GE Vernova,Remote,Full-time,"October 1, 2023",Bachelor's degree in Engineering or related field,Technical support; Client management; Problem-solving; Communication,English; Spanish,Not specified,"As an On-Site Services Specialist, you will be responsible for providing technical support and services to our clients. You will work closely with the engineering team to ensure that all services are delivered efficiently and effectively.",https://skema.jobteaser.com/en/job-offers/f5960cad-d1c9-4b09-a3b8-608159934095-ge-vernova-on-site-services-specialist
Stage Assistant Chef de Projets Communication Corporate H/F,Hermès,"Paris, France",Internship,2023-10-01,Bachelor's degree in Communication or related field,Project management; Communication skills; Event planning; Content creation,French; English,Not specified,"Hermès is looking for an intern to assist in corporate communication projects. The role involves supporting the team in various tasks related to communication strategies, event organization, and content creation.",https://skema.jobteaser.com/en/job-offers/dcc4d052-2ca4-4b08-a50e-f692f2334b04-hermes-stage-assistant-chef-de-projets-communication-corporate-h-f
Marketing Intern,Beiersdorf,"Berlin, Germany",Internship,2023-10-01,Bachelor's degree in Marketing or related field,Market research; Campaign development; Social media management,English; German,Not specified,"Beiersdorf is looking for a Marketing Intern to join our team in Berlin. The intern will assist in various marketing projects, including market research, campaign development, and social media management. This is a great opportunity to gain hands-on experience in the marketing field.",https://skema.jobteaser.com/en/job-offers/d9367fec-9d1d-46db-a3e7-d19b8f6807b2-beiersdorf-marketing-intern
Junior SEO Project Manager - Finance (Stage),Selectra,Remote,Internship,2023-10-01,"Bachelor's degree in Marketing, Business, or related field",SEO tools proficiency; Keyword research; Analytical skills; Content creation,English; French,Not specified,"As a Junior SEO Project Manager at Selectra, you will be responsible for optimizing our online presence and improving our search engine rankings. You will work closely with the marketing team to develop and implement SEO strategies, conduct keyword research, and analyze website performance. This role requires a strong understanding of SEO best practices and the ability to work collaboratively in a fast-paced environment.",https://skema.jobteaser.com/en/job-offers/b49a2ed1-c7eb-4477-92bb-31ad606bab07-selectra-junior-seo-project-manager-finance-stage
Conseiller Voyageur et Chargé de Développement,Groupe VoyagerPartout,Costa Rica,Full-time,September 2025,Bachelor's degree in Tourism or related field,Excellent communication skills; Strong organizational abilities; Sales experience,Spanish; English,Not specified,Join our team as a travel advisor and development officer in beautiful Costa Rica. You will be responsible for creating unique travel experiences and developing new business opportunities.,https://skema.jobteaser.com/en/job-offers/d1993cb2-703f-469a-8f9f-ca72e3ddc40c-groupe-voyagerpartout-costa-rica-conseiller-voyageur-et-charge-de-developpement-septembre-2025
Sales Development Representative,Qualitadd,Remote,Full-time,2023-10-01,Bachelor's degree,Excellent communication skills; Proactive sales approach; Ability to work in a team,English; Spanish,"€30,000 - €40,000",Qualitadd is looking for a Sales Development Representative to join our team. The ideal candidate will be responsible for generating new business opportunities by identifying and contacting potential clients. You will work closely with the sales team to develop strategies for outreach and engagement. This role requires excellent communication skills and a proactive approach to sales.,https://skema.jobteaser.com/en/job-offers/87c09d46-a173-4090-a48a-6a22a093e3ed-qualitadd-sales-development-representative
Profiler Consulting 2025-2026 Junior Headhunter (Paid Internship),Profiler Consulting,Remote,Internship,2023-10-01,Bachelor's degree or equivalent,Communication; Interviewing; Sourcing; Networking,English; French,€800 - €1200 per month,"Join Profiler Consulting as a Junior Headhunter for a paid internship. You will be responsible for sourcing candidates, conducting interviews, and assisting in the recruitment process. This role offers a unique opportunity to gain hands-on experience in the consulting industry.",https://skema.jobteaser.com/en/job-offers/41dbf3ee-a417-41c2-80c5-485c0008c33c-profiler-consulting-2025-2026-junior-headhunter-paid-internship
Intern IT Project Controlling (f/m/d),Deutsche Börse Group,"Frankfurt am Main, Germany",Internship,2023-10-01,"Bachelor's degree in Business Administration, Information Technology, or related field",Project management; Analytical skills; Communication skills; Proficiency in MS Office,English; German,Not specified,"As an intern in IT Project Controlling, you will support the project management team in various tasks related to project controlling and reporting. You will gain insights into project management processes and contribute to the successful execution of IT projects.",https://skema.jobteaser.com/en/job-offers/6593df9b-7005-4a49-9b5d-e1b81fee7415-deutsche-borse-group-intern-it-project-controlling-f-m-d
Praktikum im Cost Engineering Governance and Performance Office,Daimler Truck AG,"Stuttgart, Germany",Internship,2023-10-01,Bachelor's degree in Engineering or Business Administration,Analytical skills; Proficiency in Excel; Understanding of cost management principles,English; German,Not specified,"As an intern in the Cost Engineering Governance and Performance Office, you will support the team in various tasks related to cost management and performance optimization. Your responsibilities will include analyzing cost structures, preparing reports, and assisting in the development of strategies to improve efficiency.",https://skema.jobteaser.com/en/job-offers/3fc0b72f-c4a4-478e-9793-534a393737c4-daimler-truck-ag-praktikum-im-cost-engineering-governance-and-performance-office
Applied AI Engineer,Voi Technology,Remote,Full-time,2023-10-01,Master's degree in Computer Science or related field,Machine Learning; Python; Data Analysis; Deep Learning,English; Swedish,Not specified,"As an Applied AI Engineer at Voi Technology, you will work on developing and implementing AI solutions that enhance our services. You will collaborate with cross-functional teams to identify opportunities for AI applications and drive innovation in our products.",https://skema.jobteaser.com/en/job-offers/6923474a-ba90-4afa-9b51-6c0227aca663-voi-technology-applied-ai-engineer
Internship - Global Communication Hair,Henkel,"Düsseldorf, Germany",Internship,2023-10-01,"Bachelor's degree in Communication, Marketing, or related field",Excellent written and verbal communication skills; Proficiency in social media platforms; Strong organizational skills,English; German,Not specified,"Join our Global Communication team for Hair at Henkel! As an intern, you will support the team in various communication projects, including social media management, content creation, and event planning. This is a great opportunity to gain hands-on experience in a dynamic environment.",https://skema.jobteaser.com/en/job-offers/861b0589-e2c9-4270-bca4-5d2fc9374990-henkel-internship-global-communication-hair
